titre,realisateur,date_debut_evenement,date_fin_evenement,cadre,lieu,adresse,arrondissement,adresse_complete,geo_coordinates,,
NOTHING SACRED,DYLAN BANK,2006-08-22,2006-08-22,EXTERIEUR,PASSAGE,SAINT PAUL,75004,PASSAGE SAINT PAUL 75004 Paris France,48.854553, 2.361615,
NOTHING SACRED,DYLAN BANK,2006-08-28,2006-08-28,EXTERIEUR,RUE,SOUFFLOT,75005,RUE SOUFFLOT 75005 Paris France,48.846903, 2.342831,
NOTHING SACRED,DYLAN BANK,2006-08-22,2006-08-22,EXTERIEUR,RUE,EGINHARD,75004,RUE EGINHARD 75004 Paris France,48.85408, 2.361536,
LE COEUR DES HOMMES 2,MARC ESPOSITO,2006-11-30,2006-11-30,EXTERIEUR,BOULEVARD,HAUSSMANN,75009,BOULEVARD HAUSSMANN 75009 Paris France,48.873924, 2.326093,
LE COEUR DES HOMMES 2,MARC ESPOSITO,2006-09-20,2006-09-20,EXTERIEUR,RUE,TOUSTAIN,75006,RUE TOUSTAIN 75006 Paris France,48.852157, 2.337048,
LE BALLON ROUGE,HOU HSIAO HSIEN,2006-09-26,2006-09-26,EXTERIEUR,PLACE,HALPERN,75005,PLACE HALPERN 75005 Paris France,48.840445, 2.350791,
LE BALLON ROUGE,HOU HSIAO HSIEN,2006-09-27,2006-09-27,EXTERIEUR,RUE,DU LOUVRE,75001,RUE DU LOUVRE 75001 Paris France,48.863536, 2.342173,
LE BALLON ROUGE,HOU HSIAO HSIEN,2006-09-23,2006-09-23,EXTERIEUR,RUE,DES GOBELINS,75013,RUE DES GOBELINS 75013 Paris France,48.835853, 2.351209,
LE BALLON ROUGE,HOU HSIAO HSIEN,2006-09-27,2006-09-27,EXTERIEUR,RUE,SECRETAN/R CHAUMONT (ANGLE),75019,RUE SECRETAN/R CHAUMONT (ANGLE) 75019 Paris France,48.88235, 2.381822,
LE BALLON ROUGE,HOU HSIAO HSIEN,2006-09-16,2006-09-16,EXTERIEUR,RUE,DU RENARD,75004,RUE DU RENARD 75004 Paris France,48.858819, 2.352137,
LE BALLON ROUGE,HOU HSIAO HSIEN,2006-09-27,2006-09-27,EXTERIEUR,STATION DE METRO,BASTILLE,75011,STATION DE METRO BASTILLE 75011 Paris France,48.853183, 2.369144,
L'AGE D'HOMME,RAPHAEL FEJTO,2006-09-27,2006-09-27,EXTERIEUR,AVENUE,DE FRANCE,75013,AVENUE DE FRANCE 75013 Paris France,48.830637, 2.376768,
L'AGE D'HOMME,RAPHAEL FEJTO,2006-09-27,2006-09-27,EXTERIEUR,PARVIS,NOTRE DAME DE LA GARE,75013,PARVIS NOTRE DAME DE LA GARE 75013 Paris France,48.853399, 2.348166,
L'AGE D'HOMME,RAPHAEL FEJTO,2006-02-10,2006-02-10,EXTERIEUR,RUE,DU CHEVALERET/R CLISSON (ANGLE),75013,RUE DU CHEVALERET/R CLISSON (ANGLE) 75013 Paris France,48.832222, 2.355556,
L'AGE D'HOMME,RAPHAEL FEJTO,2006-02-10,2006-02-10,EXTERIEUR,RUE,THOMAS MANN,75013,RUE THOMAS MANN 75013 Paris France,48.829601, 2.379233,
L'AGE D'HOMME,RAPHAEL FEJTO,2006-12-10,2006-12-10,EXTERIEUR,RUE,DU CHEVALERET,75013,RUE DU CHEVALERET 75013 Paris France,48.831194, 2.374076,
L'AGE D'HOMME,RAPHAEL FEJTO,2006-09-29,2006-09-29,EXTERIEUR,RUE,RENE PANHARD,75013,RUE RENE PANHARD 75013 Paris France,48.838973, 2.359269,
L'AGE D'HOMME,RAPHAEL FEJTO,2006-09-27,2006-09-27,EXTERIEUR,RUE,JEANNE D'ARC,75013,RUE JEANNE D'ARC 75013 Paris France,48.833526, 2.363389,
ROMAN DE GARE,CLAUDE LELOUCH,2006-12-09,2006-12-09,EXTERIEUR,ESCALIERS,ET RUE DE LA MANUTENTION,75016,ESCALIERS ET RUE DE LA MANUTENTION 75016 Paris France,48.864256, 2.295878,
ROMAN DE GARE,CLAUDE LELOUCH,2006-12-09,2006-12-09,EXTERIEUR,RUE,FOUCAULT,75016,RUE FOUCAULT 75016 Paris France,48.863405, 2.294926,
ROMAN DE GARE,CLAUDE LELOUCH,2006-12-09,2006-12-09,EXTERIEUR,RUE,FRESNEL,75016,RUE FRESNEL 75016 Paris France,48.862932, 2.293449,
LE DERNIER GANG (LES BUTTES CHAUMONT),ARIEL ZEITOUN,2006-11-18,2006-11-18,EXTERIEUR,AVENUE,VELASQUEZ,75008,AVENUE VELASQUEZ 75008 Paris France,48.880009, 2.313161,
LE DERNIER GANG (LES BUTTES CHAUMONT),ARIEL ZEITOUN,2006-11-16,2006-11-16,EXTERIEUR,BOULEVARD,DE L'YSER,75017,BOULEVARD DE L'YSER 75017 Paris France,48.884661, 2.28723,
LE DERNIER GANG (LES BUTTES CHAUMONT),ARIEL ZEITOUN,2006-11-18,2006-11-18,EXTERIEUR,BOULEVARD,DU COURCELLES,75008,BOULEVARD DU COURCELLES 75008 Paris France,48.88018, 2.307415,
LE DERNIER GANG (LES BUTTES CHAUMONT),ARIEL ZEITOUN,2006-10-29,2006-10-29,EXTERIEUR,BOULEVARD,PEREIRE,75017,BOULEVARD PEREIRE 75017 Paris France,48.884631, 2.296927,
LE DERNIER GANG (LES BUTTES CHAUMONT),ARIEL ZEITOUN,2006-08-12,2006-08-12,EXTERIEUR,PASSAGE,CARDINET,75017,PASSAGE CARDINET 75017 Paris France,48.886662, 2.312174,
THE TRANSPORT,LOUIS LETERRIER,2002-04-28,2002-04-28,EXTERIEUR,RUE,BELLEFOND,75009,RUE BELLEFOND 75009 Paris France,48.87787, 2.346925,
THE TRANSPORT,LOUIS LETERRIER,2002-04-29,2002-04-29,EXTERIEUR,RUE,DE ROCHAMBEAU,75009,RUE DE ROCHAMBEAU 75009 Paris France,48.877295, 2.346342,
RIEN QUE DU BONHEUR,DENIS PARENT,2002-05-13,2002-05-13,EXTERIEUR,AVENUE,DES CHAMPS ELYSEES,75008,AVENUE DES CHAMPS ELYSEES 75008 Paris France,48.869576, 2.30825,
RIEN QUE DU BONHEUR,DENIS PARENT,2002-07-06,2002-07-06,EXTERIEUR,BOULEVARD,DU TEMPLE,75003,BOULEVARD DU TEMPLE 75003 Paris France,48.864311, 2.366016,
RIEN QUE DU BONHEUR,DENIS PARENT,2002-06-13,2002-06-13,EXTERIEUR,PASSAGE,DU MARAIS,75010,PASSAGE DU MARAIS 75010 Paris France,48.871716, 2.361473,
RIEN QUE DU BONHEUR,DENIS PARENT,2002-06-14,2002-06-14,EXTERIEUR,RUE,CAMPAGNE PREMIERE,75014,RUE CAMPAGNE PREMIERE 75014 Paris France,48.839594, 2.33227,
RIEN QUE DU BONHEUR,DENIS PARENT,2002-05-22,2002-05-22,EXTERIEUR,RUE,CAMPAGNE PREMIERE,75014,RUE CAMPAGNE PREMIERE 75014 Paris France,48.839594, 2.33227,
RIEN QUE DU BONHEUR,DENIS PARENT,2002-05-21,2002-05-21,EXTERIEUR,RUE,DU CHATEAU DES RENTIERS,75013,RUE DU CHATEAU DES RENTIERS 75013 Paris France,48.828305, 2.367264,
CEO,WU TIANMING,2002-05-28,2002-05-28,EXTERIEUR,PLACE,DE LA PORT,75017,PLACE DE LA PORT 75017 Paris France,48.863423, 2.287994,
LE BISON,ISABELLE NANTY,2002-08-19,2002-08-19,EXTERIEUR,AVENUE,DE L'OBSERVATOIRE,75006,AVENUE DE L'OBSERVATOIRE 75006 Paris France,48.841957, 2.336333,
LE BISON,ISABELLE NANTY,2002-06-19,2002-06-19,EXTERIEUR,RUE,DE FRANQUEVILLE,75016,RUE DE FRANQUEVILLE 75016 Paris France,48.861227, 2.270958,
LE BISON,ISABELLE NANTY,2002-06-19,2002-06-19,EXTERIEUR,RUE,JULES SANDEAU/EMILE AUGIER,75016,RUE JULES SANDEAU/EMILE AUGIER 75016 Paris France,48.853093, 2.248763,
LE BISON,ISABELLE NANTY,2002-06-08,2002-06-08,EXTERIEUR,RUE,D'ALBONI,75016,RUE D'ALBONI 75016 Paris France,48.857666, 2.285464,
LE BISON,ISABELLE NANTY,2002-06-08,2002-06-08,EXTERIEUR,SQUARE,D'ALBONI/SS LE METRO AERIEN ET ESCALATOR,75016,SQUARE D'ALBONI/SS LE METRO AERIEN ET ESCALATOR 75016 Paris France,48.853093, 2.248763,
MOMO,FRANCOIS DUPEYRON,2002-07-24,2002-07-24,EXTERIEUR,PLACE,DES VOSGES,75004,PLACE DES VOSGES 75004 Paris France,48.85547, 2.366377,
MOMO,FRANCOIS DUPEYRON,2002-06-08,2002-06-08,EXTERIEUR,RUE,DE CLERY,75002,RUE DE CLERY 75002 Paris France,48.868511, 2.347999,
MOMO,FRANCOIS DUPEYRON,2002-01-08,2002-01-08,EXTERIEUR,RUE,BEAUREGARD,75002,RUE BEAUREGARD 75002 Paris France,48.86929, 2.349667,
MOMO,FRANCOIS DUPEYRON,2002-06-08,2002-06-08,EXTERIEUR,RUE,DES DEGRES,75002,RUE DES DEGRES 75002 Paris France,48.869461, 2.35062,
MOMO,FRANCOIS DUPEYRON,2002-10-07,2002-10-07,EXTERIEUR,RUE,BEAUREGARD,75002,RUE BEAUREGARD 75002 Paris France,48.86929, 2.349667,
LE PAPILLON,P. MUYL,2002-02-08,2002-02-08,EXTERIEUR,RUE,DE POMMARD /DEVANT LA CRECHE,75020,RUE DE POMMARD /DEVANT LA CRECHE 75020 Paris France,48.865061, 2.39905,
LE PAPILLON,P. MUYL,2002-07-23,2002-07-23,EXTERIEUR,RUE,CHARLES TELLIER,75016,RUE CHARLES TELLIER 75016 Paris France,48.838444, 2.26227,
LE PAPILLON,P. MUYL,2002-11-07,2002-11-07,EXTERIEUR,RUE,DE CHARENTON,75012,RUE DE CHARENTON 75012 Paris France,48.843229, 2.385343,
LE PAPILLON,P. MUYL,2002-07-29,2002-07-29,EXTERIEUR,RUE,CHARLES TELLIER,75016,RUE CHARLES TELLIER 75016 Paris France,48.838444, 2.26227,
LE PAPILLON,P. MUYL,2002-07-26,2002-07-26,EXTERIEUR,RUE,CHARLES TELLIER,75016,RUE CHARLES TELLIER 75016 Paris France,48.838444, 2.26227,
LE PACTE DU SILENCE,GRAHAM GUIT,2002-07-15,2002-07-15,EXTERIEUR,RUE,BROSSOLETTE ANGLE RUE RATAUD,75005,RUE BROSSOLETTE ANGLE RUE RATAUD 75005 Paris France,48.841892, 2.345784,
ALPHONSE & SCOTCH,FRANCOIS DESAGNAT,2002-06-28,2002-06-28,EXTERIEUR,BOULEVARD,DIDEROT,75012,BOULEVARD DIDEROT 75012 Paris France,48.846752, 2.381741,
ALPHONSE & SCOTCH,FRANCOIS DESAGNAT,2002-06-27,2002-06-27,EXTERIEUR,BOULEVARD,DIDEROT,75012,BOULEVARD DIDEROT 75012 Paris France,48.846752, 2.381741,
ALPHONSE & SCOTCH,FRANCOIS DESAGNAT,2002-10-30,2002-10-30,EXTERIEUR,PONT,DU GARIGLIANO,75015,PONT DU GARIGLIANO 75015 Paris France,48.839255, 2.268468,
MOI, CESAR,RICHARD BERRY,2002-07-25,2002-07-25,EXTERIEUR,RUE,DE LA BONNE/R SAINT VINCENT (ANGLE),75018,RUE DE LA BONNE/R SAINT VINCENT (ANGLE) 75018 Paris France,48.89215, 2.344447
MOI, CESAR,RICHARD BERRY,2002-07-24,2002-07-24,EXTERIEUR,RUE,CAULAINCOURT,75018,RUE CAULAINCOURT 75018 Paris France,48.887897, 2.33368
MOI, CESAR,RICHARD BERRY,2002-08-13,2002-08-13,EXTERIEUR,RUE,ST-VINCENT/RUE DES SAULES (ANGLE),75018,RUE ST-VINCENT/RUE DES SAULES (ANGLE) 75018 Paris France,48.89215, 2.344447
MOI, CESAR,RICHARD BERRY,2002-08-08,2002-08-08,EXTERIEUR,RUE,DU CHEVALIER DE LA BARRE,75018,RUE DU CHEVALIER DE LA BARRE 75018 Paris France,48.887546, 2.344538
LE COEUR  DES HOMMES,MARC ESPOSITO,2002-04-07,2002-04-07,EXTERIEUR,RUE,DE L'AVRE,75015,RUE DE L'AVRE 75015 Paris France,48.848298, 2.298163,
LE COEUR  DES HOMMES,MARC ESPOSITO,2002-03-07,2002-03-07,EXTERIEUR,RUE,DE L'AVRE,75015,RUE DE L'AVRE 75015 Paris France,48.848298, 2.298163,
LE COEUR  DES HOMMES,MARC ESPOSITO,2002-02-07,2002-02-07,EXTERIEUR,RUE,DE L'AVRE,75015,RUE DE L'AVRE 75015 Paris France,48.848298, 2.298163,
AU ROYAUME DES CIEUX,V. BRUNI-TEDESCHI,2002-07-29,2002-07-29,EXTERIEUR,BERGES,DU PORT,75005,BERGES DU PORT 75005 Paris France,48.843491, 2.351834,
AU ROYAUME DES CIEUX,V. BRUNI-TEDESCHI,2002-07-17,2002-07-17,EXTERIEUR,PLACE,DIAGHILEV,75009,PLACE DIAGHILEV 75009 Paris France,48.878281, 2.336967,
AU ROYAUME DES CIEUX,V. BRUNI-TEDESCHI,2002-07-16,2002-07-16,EXTERIEUR,RUE,CAUMARTIN,75009,RUE CAUMARTIN 75009 Paris France,48.8727, 2.328263,
APRES LA PLUIE LE BEAU TEMPS,NATHALIE SCHMIDT,2002-07-22,2002-07-22,EXTERIEUR,RUE,TRUDAINE,75009,RUE TRUDAINE 75009 Paris France,48.881317, 2.343498,
BON VOYAGE,JEAN PAUL RAPPENEAU,2002-07-24,2002-07-24,EXTERIEUR,AVENUE,FOCH CONTRE ALLEE ET PELOUSE,75016,AVENUE FOCH CONTRE ALLEE ET PELOUSE 75016 Paris France,48.853093, 2.248763,
BON VOYAGE,JEAN PAUL RAPPENEAU,2002-08-15,2002-08-15,EXTERIEUR,RUE,VIVIENNE,75001,RUE VIVIENNE 75001 Paris France,48.866224, 2.338621,
THE DREAMERS,BERNARDO BERTOLUCCI,2002-01-08,2002-01-08,EXTERIEUR,AVENUE,ALBERT DE MUN,75016,AVENUE ALBERT DE MUN 75016 Paris France,48.863064, 2.291776,
THE DREAMERS,BERNARDO BERTOLUCCI,2002-01-08,2002-01-08,EXTERIEUR,AVENUE,GUSTAVE V DE SUDE,75016,AVENUE GUSTAVE V DE SUDE 75016 Paris France,48.861649, 2.289984,
THE DREAMERS,BERNARDO BERTOLUCCI,2002-09-09,2002-09-09,EXTERIEUR,PASSERELLE,DEBILLY,75007,PASSERELLE DEBILLY 75007 Paris France,48.861718, 2.297551,
THE DREAMERS,BERNARDO BERTOLUCCI,2002-09-08,2002-09-08,EXTERIEUR,PASSERELLE,DEBILLY,75007,PASSERELLE DEBILLY 75007 Paris France,48.861718, 2.297551,
THE DREAMERS,BERNARDO BERTOLUCCI,2002-08-16,2002-08-16,EXTERIEUR,PLACE,RIO DE JANEIRO,75008,PLACE RIO DE JANEIRO 75008 Paris France,48.874167, 2.311111,
THE DREAMERS,BERNARDO BERTOLUCCI,2002-07-08,2002-07-08,EXTERIEUR,PLACE,ALPHONSE LAVERAN,75005,PLACE ALPHONSE LAVERAN 75005 Paris France,48.840849, 2.340977,
THE DREAMERS,BERNARDO BERTOLUCCI,2002-07-29,2002-07-29,EXTERIEUR,PONT,D'IENA,75016,PONT D'IENA 75016 Paris France,48.859703, 2.292223,
THE DREAMERS,BERNARDO BERTOLUCCI,2002-08-08,2002-08-08,EXTERIEUR,QUAI,DU PORT,75016,QUAI DU PORT 75016 Paris France,48.890258, 2.382685,
THE DREAMERS,BERNARDO BERTOLUCCI,2002-09-21,2002-09-21,EXTERIEUR,RUE,DE MONCEAU,75008,RUE DE MONCEAU 75008 Paris France,48.878061, 2.311403,
THE DREAMERS,BERNARDO BERTOLUCCI,2002-09-09,2002-09-09,EXTERIEUR,RUE,DE LA MANUTENTION,75016,RUE DE LA MANUTENTION 75016 Paris France,48.864256, 2.295878,
THE DREAMERS,BERNARDO BERTOLUCCI,2002-08-16,2002-08-16,EXTERIEUR,RUE,DE MESSINE,75008,RUE DE MESSINE 75008 Paris France,48.877143, 2.311356,
THE DREAMERS,BERNARDO BERTOLUCCI,2002-07-08,2002-07-08,EXTERIEUR,RUE,SAINT JACQUES,75005,RUE SAINT JACQUES 75005 Paris France,48.845594, 2.342679,
THE DREAMERS,BERNARDO BERTOLUCCI,2002-09-21,2002-09-21,EXTERIEUR,RUE,DE LISBONNE ANGLE AV DE MESSINE,75008,RUE DE LISBONNE ANGLE AV DE MESSINE 75008 Paris France,48.876521, 2.31272,
L'EAU...LE FEU,LUCIANO EMMER,2002-05-08,2002-05-08,EXTERIEUR,CANAL,SAINT MARTIN,75010,CANAL SAINT MARTIN 75010 Paris France,48.880421, 2.374757,
L'EAU...LE FEU,LUCIANO EMMER,2002-05-08,2002-05-08,EXTERIEUR,PLACE,VENDOME,75001,PLACE VENDOME 75001 Paris France,48.867447, 2.329434,
L'EAU...LE FEU,LUCIANO EMMER,2002-10-08,2002-10-08,EXTERIEUR,PLACE,DE VARSOVIE,75016,PLACE DE VARSOVIE 75016 Paris France,48.860104, 2.290901,
L'EAU...LE FEU,LUCIANO EMMER,2002-08-08,2002-08-08,EXTERIEUR,PLACE,DU PARVIS,75018,PLACE DU PARVIS 75018 Paris France,48.886183, 2.34312,
L'EAU...LE FEU,LUCIANO EMMER,2002-08-08,2002-08-08,EXTERIEUR,RUE,DU CARDINAL GUIBERT,75018,RUE DU CARDINAL GUIBERT 75018 Paris France,48.886342, 2.342611,
JEUNES, BEAUX....MAIS DETRAQUES,IGOR SEKULIC,2002-10-18,2002-10-18,EXTERIEUR,AVENUE,DE WAGRAM,75017,AVENUE DE WAGRAM 75017 Paris France,48.880704, 2.30008
JEUNES, BEAUX....MAIS DETRAQUES,IGOR SEKULIC,2002-10-26,2002-10-26,EXTERIEUR,PLACE,RAOUL DAUTRY,75015,PLACE RAOUL DAUTRY 75015 Paris France,48.841729, 2.320515
JEUNES, BEAUX....MAIS DETRAQUES,IGOR SEKULIC,2002-10-18,2002-10-18,EXTERIEUR,RUE,DU FBG SAINT-HONORE ET ABORDS,75008,RUE DU FBG SAINT-HONORE ET ABORDS 75008 Paris France,48.874167, 2.311111
JEUNES, BEAUX....MAIS DETRAQUES,IGOR SEKULIC,2002-02-08,2002-02-08,EXTERIEUR,RUE,DE LA GAITE,75014,RUE DE LA GAITE 75014 Paris France,48.839632, 2.323514
JEUNES, BEAUX....MAIS DETRAQUES,IGOR SEKULIC,2002-10-22,2002-10-22,EXTERIEUR,RUE,DE BOULAINVILLIERS,75016,RUE DE BOULAINVILLIERS 75016 Paris France,48.854368, 2.275491
JEUNES, BEAUX....MAIS DETRAQUES,IGOR SEKULIC,2002-02-08,2002-02-08,EXTERIEUR,RUE,FONTAINE,75009,RUE FONTAINE 75009 Paris France,48.882139, 2.333733
JEUNES, BEAUX....MAIS DETRAQUES,IGOR SEKULIC,2002-03-08,2002-03-08,EXTERIEUR,RUE,H. GUIMARD,75019,RUE H. GUIMARD 75019 Paris France,48.872851, 2.377201
JEUNES, BEAUX....MAIS DETRAQUES,IGOR SEKULIC,2002-10-19,2002-10-19,EXTERIEUR,RUE,DU DOCTEUR GERMAIN SEE,75016,RUE DU DOCTEUR GERMAIN SEE   75016 Paris France,48.853705, 2.280051
JEUNES, BEAUX....MAIS DETRAQUES,IGOR SEKULIC,2002-10-16,2002-10-16,EXTERIEUR,RUE,TILSITT,75017,RUE TILSITT   75017 Paris France,48.875201, 2.294338
JEUNES, BEAUX....MAIS DETRAQUES,IGOR SEKULIC,2002-10-24,2002-10-24,EXTERIEUR,RUE,EDMOND MICHELET,75004,RUE EDMOND MICHELET 75004 Paris France,48.860057, 2.350035
JEUNES, BEAUX....MAIS DETRAQUES,IGOR SEKULIC,2002-03-08,2002-03-08,EXTERIEUR,RUE,DE L'EQUERRE,75019,RUE DE L'EQUERRE 75019 Paris France,48.874443, 2.382578
CHOUCHOU,MERZAK ALLOUACHE,2002-08-20,2002-08-20,EXTERIEUR,PLACE,MARIA CALLAS,75008,PLACE MARIA CALLAS 75008 Paris France,48.908283, 2.455116,
CHOUCHOU,MERZAK ALLOUACHE,2002-08-19,2002-08-19,EXTERIEUR,RUE,BIOT,75017,RUE BIOT 75017 Paris France,48.885037, 2.325444,
TROIS,FODIL CHABBI,2002-08-15,2002-08-15,EXTERIEUR,BOULEVARD,VOLTAIRE,75011,BOULEVARD VOLTAIRE 75011 Paris France,48.857638, 2.380338,
LES CORPS IMPATIENTS,XAVIER GIANNOLI,2002-08-15,2002-08-15,EXTERIEUR,PLACE,IGOR STRAVINSKY,75004,PLACE IGOR STRAVINSKY 75004 Paris France,48.859444, 2.351389,
A LA PETITE SEMAINE,SAM KARMAN,2002-09-16,2002-09-16,EXTERIEUR,BERGES,DU QUAI D'ANJOU,75004,BERGES DU QUAI D'ANJOU 75004 Paris France,48.851915, 2.35861,
FILLES UNIQUES,PIERRE JOLIVET,2002-10-09,2002-10-09,EXTERIEUR,BOULEVARD,DE LA BASTILLE,75012,BOULEVARD DE LA BASTILLE 75012 Paris France,48.849015, 2.368086,
FILLES UNIQUES,PIERRE JOLIVET,2002-09-20,2002-09-20,EXTERIEUR,BOULEVARD,DE LA BASTILLE,75012,BOULEVARD DE LA BASTILLE 75012 Paris France,48.849015, 2.368086,
FILLES UNIQUES,PIERRE JOLIVET,2002-08-29,2002-08-29,EXTERIEUR,RUE,DE CHARONNE,75011,RUE DE CHARONNE 75011 Paris France,48.854414, 2.384033,
FILLES UNIQUES,PIERRE JOLIVET,2002-09-20,2002-09-20,EXTERIEUR,RUE,LACUEE,75012,RUE LACUEE 75012 Paris France,48.849445, 2.369936,
MAUVAIS ESPRIT,PATRICK  ALESSANDRIN,2002-09-25,2002-09-25,EXTERIEUR,BERGES,DU QUAI DE MONTEBELLO,75005,BERGES DU QUAI DE MONTEBELLO 75005 Paris France,48.852351, 2.348252,
MAUVAIS ESPRIT,PATRICK  ALESSANDRIN,2002-09-22,2002-09-22,EXTERIEUR,RUE,NEUVE TOLBIAC,75013,RUE NEUVE TOLBIAC 75013 Paris France,48.831092, 2.377514,
MAUVAIS ESPRIT,PATRICK  ALESSANDRIN,2002-09-28,2002-09-28,EXTERIEUR,RUE,EMILE DURKHEIM,75013,RUE EMILE DURKHEIM 75013 Paris France,48.832203, 2.377369,
LAISSE TES MAINS SUR MES HANCHES,CHANTAL LAUBY,2002-10-22,2002-10-22,EXTERIEUR,PARVIS,DU TROCADERO (PASSERELLE,75016,PARVIS DU TROCADERO (PASSERELLE 75016 Paris France,48.853093, 2.248763,
TAIS TOI,FRANCIS VEBER,2002-10-10,2002-10-10,EXTERIEUR,AVENUE,DU BEL-AIR,75012,AVENUE DU BEL-AIR 75012 Paris France,48.846522, 2.397418,
TAIS TOI,FRANCIS VEBER,2002-09-10,2002-09-10,EXTERIEUR,AVENUE,DU BEL-AIR,75012,AVENUE DU BEL-AIR 75012 Paris France,48.846522, 2.397418,
TAIS TOI,FRANCIS VEBER,2002-10-22,2002-10-22,EXTERIEUR,BOIS,DE BOULOGNE,75016,BOIS DE BOULOGNE 75016 Paris France,48.862449, 2.249167,
TAIS TOI,FRANCIS VEBER,2003-02-17,2003-02-17,EXTERIEUR,PLACE,EMILE GOUDEAU,75018,PLACE EMILE GOUDEAU 75018 Paris France,48.89215, 2.344447,
TAIS TOI,FRANCIS VEBER,2003-10-02,2003-10-02,EXTERIEUR,RUE,BICHAT,75010,RUE BICHAT 75010 Paris France,48.872186, 2.367217,
TAIS TOI,FRANCIS VEBER,2002-10-16,2002-10-16,EXTERIEUR,RUE,JACQUES-KABLE,75018,RUE JACQUES-KABLE 75018 Paris France,48.886104, 2.361127,
TAIS TOI,FRANCIS VEBER,2003-01-29,2003-01-29,EXTERIEUR,RUE,PAUL BERT,75011,RUE PAUL BERT 75011 Paris France,48.851582, 2.384594,
TAIS TOI,FRANCIS VEBER,2003-01-22,2003-01-22,EXTERIEUR,RUE,FRANCOIS 1ER,75008,RUE FRANCOIS 1ER 75008 Paris France,48.8676, 2.30538,
TAIS TOI,FRANCIS VEBER,2003-10-02,2003-10-02,EXTERIEUR,RUE,JACQUES KABLE,75018,RUE JACQUES KABLE 75018 Paris France,48.886104, 2.361127,
LES CLEFS DE BAGNOLE,LAURENT BAFFIE,2003-04-14,2003-04-14,EXTERIEUR,BOULEVARD,DE CLICHY,75009,BOULEVARD DE CLICHY 75009 Paris France,48.883321, 2.333763,
ORGANISATION,JEAN-MARC MOUTOUT,2002-09-26,2002-09-26,EXTERIEUR,PARC,DU PARVIS,75004,PARC DU PARVIS 75004 Paris France,48.806887, 2.471733,
ORGANISATION,JEAN-MARC MOUTOUT,2002-09-26,2002-09-26,EXTERIEUR,PLACE,DU LOUVRE,75001,PLACE DU LOUVRE 75001 Paris France,48.859819, 2.340823,
ORGANISATION,JEAN-MARC MOUTOUT,2002-09-26,2002-09-26,EXTERIEUR,QUAI,D'ORLEANS ET BERGES,75004,QUAI D'ORLEANS ET BERGES 75004 Paris France,48.853428, 2.358279,
BLIND DATE,HAIM BOUZAGLO,2002-03-10,2002-03-10,EXTERIEUR,AVENUE,DES TERNES,75017,AVENUE DES TERNES 75017 Paris France,48.879189, 2.291646,
BLIND DATE,HAIM BOUZAGLO,2002-02-10,2002-02-10,EXTERIEUR,BOULEVARD,SAINT-GERMAIN,75006,BOULEVARD SAINT-GERMAIN 75006 Paris France,48.853221, 2.335691,
BLIND DATE,HAIM BOUZAGLO,2002-06-10,2002-06-10,EXTERIEUR,QUAI,CONTI,75006,QUAI CONTI 75006 Paris France,48.857199, 2.338628,
BLIND DATE,HAIM BOUZAGLO,2002-01-10,2002-01-10,EXTERIEUR,RUE,DU FBG SAINT-HONORE,75008,RUE DU FBG SAINT-HONORE 75008 Paris France,48.872845, 2.310735,
UN AMOUR DESASTREUX,KARA YOURI,2004-04-22,2004-04-22,EXTERIEUR,PLACE,DE LA CONCORDE,75008,PLACE DE LA CONCORDE 75008 Paris France,48.865519, 2.321454,
UN AMOUR DESASTREUX,KARA YOURI,2004-04-26,2004-04-26,EXTERIEUR,PLACE,DE LA CONCORDE,75008,PLACE DE LA CONCORDE 75008 Paris France,48.865519, 2.321454,
UN AMOUR DESASTREUX,KARA YOURI,2004-04-25,2004-04-25,EXTERIEUR,PLACE,DE LA CONCORDE,75008,PLACE DE LA CONCORDE 75008 Paris France,48.865519, 2.321454,
UN AMOUR DESASTREUX,KARA YOURI,2004-04-27,2004-04-27,EXTERIEUR,PONT,ALEXANDRE III,75008,PONT ALEXANDRE III 75008 Paris France,48.863669, 2.313547,
UN AMOUR DESASTREUX,KARA YOURI,2004-04-28,2004-04-28,EXTERIEUR,PONT,DE L'ARCHEVECHE,75005,PONT DE L'ARCHEVECHE 75005 Paris France,48.851604, 2.351582,
UN AMOUR DESASTREUX,KARA YOURI,2004-04-23,2004-04-23,EXTERIEUR,PONT,DE LA CONCORDE,75008,PONT DE LA CONCORDE 75008 Paris France,48.86366, 2.319788,
UN AMOUR DESASTREUX,KARA YOURI,2004-04-29,2004-04-29,EXTERIEUR,PONT,ALEXANDRE III,75008,PONT ALEXANDRE III 75008 Paris France,48.863669, 2.313547,
UN AMOUR DESASTREUX,KARA YOURI,2004-04-27,2004-04-27,EXTERIEUR,QUAI,DE MONTBELLO,75005,QUAI DE MONTBELLO 75005 Paris France,48.852351, 2.348252,
UN AMOUR DESASTREUX,KARA YOURI,2004-04-22,2004-04-22,EXTERIEUR,QUAI,DE MONTEBELLO,75005,QUAI DE MONTEBELLO 75005 Paris France,48.852351, 2.348252,
UN AMOUR DESASTREUX,KARA YOURI,2004-04-26,2004-04-26,EXTERIEUR,QUAI,DE MONTEBELLO,75005,QUAI DE MONTEBELLO 75005 Paris France,48.852351, 2.348252,
