titre,realisateur,date_debut_evenement,date_fin_evenement,cadre,lieu,adresse,arrondissement,adresse_complete,geo_coordinates,,
MICHOU D'AUBER,THOMAS GILOU,2005-08-13,2005-08-13,EXTERIEUR,PLACE,DENFERT-ROCHEREAU,75014,PLACE DENFERT-ROCHEREAU 75014 Paris France,48.834194, 2.332436,
LA JUNGLE,MATTHIEU DELAPORT,2005-08-17,2005-08-17,EXTERIEUR,ALLEE,DE BERCY,75012,ALLEE DE BERCY 75012 Paris France,48.842084, 2.376722,
LA JUNGLE,MATTHIEU DELAPORT,2005-08-29,2005-08-29,EXTERIEUR,BOULEVARD,DE BERCY,75012,BOULEVARD DE BERCY 75012 Paris France,48.839928, 2.382484,
LA JUNGLE,MATTHIEU DELAPORT,2005-08-17,2005-08-17,EXTERIEUR,QUAI,DE BOURBON INFERIEUR,75004,QUAI DE BOURBON INFERIEUR 75004 Paris France,48.853428, 2.358279,
LA JUNGLE,MATTHIEU DELAPORT,2005-10-20,2005-10-20,EXTERIEUR,RUE,BELLEFOND,75009,RUE BELLEFOND 75009 Paris France,48.87787, 2.346925,
LA JUNGLE,MATTHIEU DELAPORT,2005-08-29,2005-08-29,EXTERIEUR,RUE,DE BERCY,75012,RUE DE BERCY 75012 Paris France,48.841812, 2.376913,
LA JUNGLE,MATTHIEU DELAPORT,2005-10-20,2005-10-20,EXTERIEUR,RUE,PIERRE SEMARD,75009,RUE PIERRE SEMARD 75009 Paris France,48.877791, 2.34723,
LA JUNGLE,MATTHIEU DELAPORT,2005-08-13,2005-08-13,EXTERIEUR,RUE,SAINT DENIS,75002,RUE SAINT DENIS 75002 Paris France,48.866539, 2.351125,
LA JUNGLE,MATTHIEU DELAPORT,2005-08-13,2005-08-13,EXTERIEUR,RUE,DE CLERY,75002,RUE DE CLERY 75002 Paris France,48.868511, 2.347999,
LA JUNGLE,MATTHIEU DELAPORT,2005-11-08,2005-11-08,EXTERIEUR,RUE,DU NIL,75002,RUE DU NIL 75002 Paris France,48.867643, 2.34737,
LA JUNGLE,MATTHIEU DELAPORT,2005-08-30,2005-08-30,EXTERIEUR,RUE,DE DOUAI,75009,RUE DE DOUAI 75009 Paris France,48.883055, 2.331266,
LA JUNGLE,MATTHIEU DELAPORT,2005-11-08,2005-11-08,EXTERIEUR,RUE,SAINT SAUVEUR,75002,RUE SAINT SAUVEUR 75002 Paris France,48.865967, 2.349004,
LA JUNGLE,MATTHIEU DELAPORT,2005-08-13,2005-08-13,EXTERIEUR,RUE,SAINTE FOY,75002,RUE SAINTE FOY 75002 Paris France,48.86874, 2.35123,
LA JUNGLE,MATTHIEU DELAPORT,2005-08-26,2005-08-26,EXTERIEUR,TERRE-PLEIN,BOULEVARD DE LA CHAPELLE,75018,TERRE-PLEIN BOULEVARD DE LA CHAPELLE 75018 Paris France,48.884366, 2.356883,
NOUVELLE DONNE,JOACHIM TRIER,2005-09-20,2005-09-20,DOMAINE PUBLIC,PARC,DES BUTTES CHAUMONT,75019,PARC DES BUTTES CHAUMONT 75019 Paris France,48.879974, 2.381841,
NOUVELLE DONNE,JOACHIM TRIER,2005-09-21,2005-09-21,EXTERIEUR,PONT,DE BIR HAKEIM,75016,PONT DE BIR HAKEIM 75016 Paris France,48.855749, 2.287405,
NOUVELLE DONNE,JOACHIM TRIER,2005-09-21,2005-09-21,EXTERIEUR,RUE,DU TRESOR,75004,RUE DU TRESOR 75004 Paris France,48.857278, 2.357359,
NOUVELLE DONNE,JOACHIM TRIER,2005-09-19,2005-09-19,DOMAINE PUBLIC,SQUARE,EDOUARD VAILLANT,75020,SQUARE EDOUARD VAILLANT 75020 Paris France,48.865622, 2.400259,
LES AMITIES MALEFIQUES,EMMANUEL BOURDIEU,2005-09-15,2005-09-15,EXTERIEUR,RUE,DARBOY,75011,RUE DARBOY 75011 Paris France,48.869077, 2.373062,
PARIS JE T'AIME,FREDERIC AUBURTIN,2005-11-16,2005-11-16,DOMAINE PUBLIC,ECOLE,ELEMENTAIRE (15 R DE MONCEAU),75008,ECOLE ELEMENTAIRE (15 R DE MONCEAU) 75008 Paris France,48.875896, 2.307114,
PARIS JE T'AIME,FREDERIC AUBURTIN,2005-07-26,2005-07-26,DOMAINE PUBLIC,PARC,DU CHAMP DE MARS,75007,PARC DU CHAMP DE MARS 75007 Paris France,48.856315, 2.297387,
PARIS JE T'AIME,FREDERIC AUBURTIN,2005-08-25,2005-08-26,EXTERIEUR,PLACE,DES PETITS PERES,75002,PLACE DES PETITS PERES 75002 Paris France,48.866469, 2.341039,
PARIS JE T'AIME,FREDERIC AUBURTIN,2005-11-18,2005-11-18,EXTERIEUR,PLACE,DENFERT ROCHEREAU,75014,PLACE DENFERT ROCHEREAU 75014 Paris France,48.834194, 2.332436,
PARIS JE T'AIME,FREDERIC AUBURTIN,2005-08-22,2005-08-23,EXTERIEUR,RUE,LINOIS,75015,RUE LINOIS 75015 Paris France,48.848043, 2.283581,
PARIS JE T'AIME,FREDERIC AUBURTIN,2005-09-29,2005-09-30,EXTERIEUR,RUE,DU ROCHER,75008,RUE DU ROCHER 75008 Paris France,48.878133, 2.320013,
PARIS JE T'AIME,FREDERIC AUBURTIN,2005-08-22,2005-08-23,EXTERIEUR,RUE,ROBERT DE FLERS,75015,RUE ROBERT DE FLERS 75015 Paris France,48.849776, 2.284401,
PARIS JE T'AIME,FREDERIC AUBURTIN,2005-09-27,2005-09-27,EXTERIEUR,RUE,PAYENNE,75003,RUE PAYENNE 75003 Paris France,48.858045, 2.362265,
PARIS JE T'AIME,FREDERIC AUBURTIN,2005-09-09,2005-09-09,EXTERIEUR,RUE,DES ECOUFFES,75004,RUE DES ECOUFFES 75004 Paris France,48.856696, 2.358491,
PARIS JE T'AIME,FREDERIC AUBURTIN,2005-07-19,2005-07-19,EXTERIEUR,RUE,CHAPTAL,75009,RUE CHAPTAL 75009 Paris France,48.880843, 2.333268,
PARIS JE T'AIME,FREDERIC AUBURTIN,2005-09-19,2005-09-19,DOMAINE PUBLIC,SQUARE,MONTSOURIS,75014,SQUARE MONTSOURIS 75014 Paris France,48.823589, 2.334571,
PRETE MOI TA MAIN/RENT A WIFE,ERIC LARTIGAU,2005-10-13,2005-10-13,EXTERIEUR,BOULEVARD,DES FILLES DU CALVAIRE,75003,BOULEVARD DES FILLES DU CALVAIRE 75003 Paris France,48.861917, 2.367029,
PRETE MOI TA MAIN/RENT A WIFE,ERIC LARTIGAU,2005-04-10,2005-04-10,EXTERIEUR,PLACE,DU MARCHE,75001,PLACE DU MARCHE 75001 Paris France,48.866912, 2.332181,
PRETE MOI TA MAIN/RENT A WIFE,ERIC LARTIGAU,2006-02-13,2006-02-13,EXTERIEUR,PLACE,DU MARCHE,75004,PLACE DU MARCHE 75004 Paris France,48.855276, 2.362558,
PRETE MOI TA MAIN/RENT A WIFE,ERIC LARTIGAU,2005-10-13,2005-10-13,EXTERIEUR,RUE,FROISSART,75003,RUE FROISSART 75003 Paris France,48.861526, 2.36622,
TOUS FRAIS PAYES,ALINE ISSERMANN,2005-09-09,2005-09-09,EXTERIEUR,RUE,DU MONT CENIS,75018,RUE DU MONT CENIS 75018 Paris France,48.892179, 2.344132,
QUELQUES JOURS EN SEPTEMBRE,SANTIAGO AMIGORENA,2005-10-09,2005-10-09,EXTERIEUR,RUE,DE LA BANQUE,75002,RUE DE LA BANQUE 75002 Paris France,48.867453, 2.340688,
QUELQUES JOURS EN SEPTEMBRE,SANTIAGO AMIGORENA,2005-08-09,2005-08-09,EXTERIEUR,RUE,T. ROUSSEAU/R DE L'ASSOMPTION  (ANGLE),75016,RUE T. ROUSSEAU/R DE L'ASSOMPTION  (ANGLE) 75016 Paris France,48.853093, 2.248763,
QUELQUES JOURS EN SEPTEMBRE,SANTIAGO AMIGORENA,2005-09-21,2005-09-21,EXTERIEUR,RUE,DE L'UNIVERSITE/R DESGENETTE (ANGLE),75007,RUE DE L'UNIVERSITE/R DESGENETTE (ANGLE) 75007 Paris France,48.859167, 2.312778,
LE GRAND APPARTEMENT,PASCAL THOMAS,2005-09-09,2005-09-09,EXTERIEUR,AVENUE,MONTAIGNE,75008,AVENUE MONTAIGNE 75008 Paris France,48.867539, 2.307055,
LES MURS PORT,CYRIL GELBLAT,2005-12-09,2005-12-09,EXTERIEUR,AVENUE,DE L'OBSERVATOIRE,75006,AVENUE DE L'OBSERVATOIRE 75006 Paris France,48.841957, 2.336333,
LES MURS PORT,CYRIL GELBLAT,2005-09-17,2005-09-17,EXTERIEUR,RUE,D'ABOUKIR,75002,RUE D'ABOUKIR 75002 Paris France,48.867726, 2.346886,
LES MURS PORT,CYRIL GELBLAT,2005-10-17,2005-10-17,EXTERIEUR,RUE,DE PICPUS,75012,RUE DE PICPUS 75012 Paris France,48.841784, 2.398302,
LES MURS PORT,CYRIL GELBLAT,2005-09-15,2005-09-15,EXTERIEUR,RUE,CHARLOT,75003,RUE CHARLOT 75003 Paris France,48.862886, 2.362589,
LES MURS PORT,CYRIL GELBLAT,2005-09-15,2005-09-15,EXTERIEUR,RUE,VIEILLE DU TEMPLE,75003,RUE VIEILLE DU TEMPLE 75003 Paris France,48.860209, 2.361252,
EXES,MARTIN COGNITO,2005-09-16,2005-09-16,EXTERIEUR,BOULEVARD,DES BATIGNOLLES,75009,BOULEVARD DES BATIGNOLLES 75009 Paris France,48.882568, 2.322086,
EXES,MARTIN COGNITO,2005-09-23,2005-09-23,EXTERIEUR,RUE,PAVEE,75004,RUE PAVEE 75004 Paris France,48.856446, 2.360836,
MUNICH,STEVEN SPIELBERG,2005-09-17,2005-09-17,EXTERIEUR,PONT,DE BIR HAKEIM,75015,PONT DE BIR HAKEIM 75015 Paris France,48.855712, 2.287752,
LE CONCILE DE PIERRE,GUILLAUME NICLOUX,2005-10-26,2005-10-26,EXTERIEUR,AVENUE,FOCH (CONTRE ALLEE),75016,AVENUE FOCH (CONTRE ALLEE) 75016 Paris France,48.853093, 2.248763,
LA FAUTE A FIDEL,JULIE GAVRAS,2005-11-15,2005-11-15,EXTERIEUR,RUE,DE L'ABBE GILLET,75016,RUE DE L'ABBE GILLET 75016 Paris France,48.856894, 2.280625,
LA FAUTE A FIDEL,JULIE GAVRAS,2005-11-15,2005-11-15,EXTERIEUR,RUE,JEAN BOLOGNE,75016,RUE JEAN BOLOGNE 75016 Paris France,48.85706, 2.280149,
LA FAUTE A FIDEL,JULIE GAVRAS,2005-11-15,2005-11-15,EXTERIEUR,RUE,DU PARC,75016,RUE DU PARC 75016 Paris France,48.841024, 2.25459,
LA FAUTE A FIDEL,JULIE GAVRAS,2005-07-12,2005-07-12,EXTERIEUR,RUE,FRESNEL,75016,RUE FRESNEL 75016 Paris France,48.862932, 2.293449,
LA FAUTE A FIDEL,JULIE GAVRAS,2005-06-12,2005-06-12,EXTERIEUR,RUE,RAYNOUARD,75016,RUE RAYNOUARD 75016 Paris France,48.855293, 2.280603,
BEBE/QUI DE NOUS DEUX,CHARLES BELMONT,2005-09-02,2005-09-02,EXTERIEUR,RUE,D'ALESIA,75014,RUE D'ALESIA 75014 Paris France,48.828302, 2.325438,
CELIBATAIRES,JEAN MICHEL VERNER,2005-04-18,2005-04-18,DOMAINE PUBLIC,BOIS,DE VINCENNES,75012,BOIS DE VINCENNES 75012 Paris France,48.832576, 2.418326,
CELIBATAIRES,JEAN MICHEL VERNER,2005-08-04,2005-08-04,EXTERIEUR,RUE,DUBRUNFAUT,75012,RUE DUBRUNFAUT 75012 Paris France,48.839972, 2.39027,
FRAGMENTS,FRANCK LLOPIS,2005-02-24,2005-02-24,EXTERIEUR,RUE,DE LA FORGE ROYALE,75011,RUE DE LA FORGE ROYALE 75011 Paris France,48.851632, 2.380606,
BARAKAT,DJAMILA SAHRAOUI,2005-03-14,2005-03-14,DOMAINE PUBLIC,BOIS,DE VINCENNES,75012,BOIS DE VINCENNES 75012 Paris France,48.832576, 2.418326,
FAUTEUILS D'ORCHESTRE,DANIELE THOMPSON,2005-04-05,2005-04-05,EXTERIEUR,AVENUE,MONTAIGNE,75008,AVENUE MONTAIGNE 75008 Paris France,48.867539, 2.307055,
FAUTEUILS D'ORCHESTRE,DANIELE THOMPSON,2005-10-05,2005-10-05,EXTERIEUR,AVENUE,MONTAIGNE,75008,AVENUE MONTAIGNE 75008 Paris France,48.867539, 2.307055,
FAUTEUILS D'ORCHESTRE,DANIELE THOMPSON,2005-04-13,2005-04-13,EXTERIEUR,PLACE,DE L'ALMA,75008,PLACE DE L'ALMA 75008 Paris France,48.864607, 2.301422,
TOI ET MOI,JULIE LOPES CURVAL,2005-04-25,2005-04-25,EXTERIEUR,PLACE,DE LA BASTILLE,75011,PLACE DE LA BASTILLE 75011 Paris France,48.853393, 2.369439,
TOI ET MOI,JULIE LOPES CURVAL,2005-04-04,2005-04-04,EXTERIEUR,RUE,CHARCOT,75013,RUE CHARCOT 75013 Paris France,48.830762, 2.371229,
TOI ET MOI,JULIE LOPES CURVAL,2005-04-04,2005-04-04,EXTERIEUR,RUE,DE DOMREMY,75013,RUE DE DOMREMY 75013 Paris France,48.829599, 2.371556,
COMBIEN TU M'AIMES ?,BERTRAND BLIER,2005-08-04,2005-08-04,EXTERIEUR,RUE,D'ABBEVILLE,75010,RUE D'ABBEVILLE 75010 Paris France,48.878537, 2.350564,
OLE,FLORENCE QUENTIN,2005-04-05,2005-04-05,EXTERIEUR,AVENUE,VICTOR HUGO,75016,AVENUE VICTOR HUGO 75016 Paris France,48.868405, 2.282084,
LE HUITIEME PECHE,DANIEL LEGER,2005-05-19,2005-05-19,EXTERIEUR,PLACE,PIGALLE,75009,PLACE PIGALLE 75009 Paris France,48.882157, 2.337632,
LE HUITIEME PECHE,DANIEL LEGER,2005-05-17,2005-05-18,EXTERIEUR,PLACE,PIGALLE,75009,PLACE PIGALLE 75009 Paris France,48.882157, 2.337632,
LE HUITIEME PECHE,DANIEL LEGER,2005-04-21,2005-04-21,EXTERIEUR,QUAI,DU MARCHE,75001,QUAI DU MARCHE 75001 Paris France,48.866912, 2.332181,
HELL,BRUNO CHICHE,2005-04-22,2005-04-22,EXTERIEUR,AVENUE,DE MONTAIGNE,75008,AVENUE DE MONTAIGNE 75008 Paris France,48.867539, 2.307055,
HELL,BRUNO CHICHE,2005-05-19,2005-05-19,EXTERIEUR,RUE,DE SOLFERINO,75007,RUE DE SOLFERINO 75007 Paris France,48.860335, 2.323596,
HELL,BRUNO CHICHE,2005-04-22,2005-04-22,EXTERIEUR,RUE,FRANCOIS 1ER,75008,RUE FRANCOIS 1ER 75008 Paris France,48.8676, 2.30538,
EL AMOR Y LA CIUDAD,TERESA CONSTANTINI,2005-04-28,2005-04-28,EXTERIEUR,BOULEVARD,SAINT GERMAIN,75005,BOULEVARD SAINT GERMAIN 75005 Paris France,48.851678, 2.342049,
EL AMOR Y LA CIUDAD,TERESA CONSTANTINI,2005-04-28,2005-04-28,EXTERIEUR,PONT,LOUIS PHILIPPE,75004,PONT LOUIS PHILIPPE 75004 Paris France,48.853754, 2.354315,
EL AMOR Y LA CIUDAD,TERESA CONSTANTINI,2005-04-26,2005-04-27,EXTERIEUR,QUAI,BOURBON,75004,QUAI BOURBON 75004 Paris France,48.853023, 2.355285,
EL AMOR Y LA CIUDAD,TERESA CONSTANTINI,2005-04-28,2005-04-28,EXTERIEUR,RUE,DE LA BUCHERIE,75005,RUE DE LA BUCHERIE 75005 Paris France,48.852142, 2.348129,
EL AMOR Y LA CIUDAD,TERESA CONSTANTINI,2005-04-28,2005-04-28,EXTERIEUR,RUE,DE LA VERRERIE,75004,RUE DE LA VERRERIE 75004 Paris France,48.85797, 2.35299,
EL AMOR Y LA CIUDAD,TERESA CONSTANTINI,2005-04-28,2005-04-28,EXTERIEUR,RUE,DE RIVOLI,75004,RUE DE RIVOLI 75004 Paris France,48.858477, 2.348357,
EL AMOR Y LA CIUDAD,TERESA CONSTANTINI,2005-04-26,2005-04-27,EXTERIEUR,RUE,JEAN DU BELLAY,75004,RUE JEAN DU BELLAY 75004 Paris France,48.85317, 2.353747,
EL AMOR Y LA CIUDAD,TERESA CONSTANTINI,2005-04-28,2005-04-28,EXTERIEUR,RUE,DES ANGLAIS,75005,RUE DES ANGLAIS 75005 Paris France,48.851, 2.348013,
QUATRE ETOILES,CHRISTIAN VINCENT,2005-05-19,2005-05-19,EXTERIEUR,RUE,THOLOZE,75018,RUE THOLOZE 75018 Paris France,48.886596, 2.335595,
COMME TOUT LE MONDE,PIERRE-PAUL RENDERS,2005-05-23,2005-05-23,EXTERIEUR,RUE,D'ANTIN,75002,RUE D'ANTIN 75002 Paris France,48.868672, 2.333154,
COMME TOUT LE MONDE,PIERRE-PAUL RENDERS,2005-05-23,2005-05-23,EXTERIEUR,RUE,DU MARCHE,75001,RUE DU MARCHE 75001 Paris France,48.866569, 2.331503,
CAMARON UN MITO,JAIMEN SABARRI,2005-12-05,2005-12-05,EXTERIEUR,BERGES,DU QUAI D'ORLEANS,75005,BERGES DU QUAI D'ORLEANS 75005 Paris France,48.851629, 2.354153,
CAMARON UN MITO,JAIMEN SABARRI,2005-12-05,2005-12-05,EXTERIEUR,BERGES,DU QUAI MONTEBELLO,75005,BERGES DU QUAI MONTEBELLO 75005 Paris France,48.852351, 2.348252,
LA DOUBLURE,FRANCIS VEBER,2005-11-07,2005-12-07,EXTERIEUR,AVENUE,DE SAINT CLOUD,75016,AVENUE DE SAINT CLOUD 75016 Paris France,48.862539, 2.264575,
LA DOUBLURE,FRANCIS VEBER,2005-06-06,2005-11-06,EXTERIEUR,PLACE,DU TROCADERO (PALAIS DE CHAILLOT),75016,PLACE DU TROCADERO (PALAIS DE CHAILLOT) 75016 Paris France,48.862368, 2.288093,
L'IVRESSE DU POUVOIR/LA COMEDIE DU POUVOIR,CLAUDE CHABROL,2005-05-07,2005-05-07,EXTERIEUR,RUE,DE HARLAY,75001,RUE DE HARLAY 75001 Paris France,48.856581, 2.343213,
QUI M'AIME ME SUIVE/HELAS & HOURRA !,BENOIT COHEN,2005-04-07,2005-04-07,EXTERIEUR,BERGES,DU QUAI DE MONTEBELLO,75005,BERGES DU QUAI DE MONTEBELLO 75005 Paris France,48.852351, 2.348252,
QUI M'AIME ME SUIVE/HELAS & HOURRA !,BENOIT COHEN,2005-05-07,2005-05-07,EXTERIEUR,QUAI,DU MARCHE,75004,QUAI DU MARCHE 75004 Paris France,48.854257, 2.345524,
QUI M'AIME ME SUIVE/HELAS & HOURRA !,BENOIT COHEN,2005-06-07,2005-06-07,EXTERIEUR,RUE,CAUMARTIN,75009,RUE CAUMARTIN 75009 Paris France,48.8727, 2.328263,
QUI M'AIME ME SUIVE/HELAS & HOURRA !,BENOIT COHEN,2005-05-07,2005-05-07,EXTERIEUR,RUE,MECHAIN,75014,RUE MECHAIN 75014 Paris France,48.835717, 2.339079,
QUI M'AIME ME SUIVE/HELAS & HOURRA !,BENOIT COHEN,2005-06-15,2005-06-15,EXTERIEUR,RUE,DES QUATRE FILS,75003,RUE DES QUATRE FILS 75003 Paris France,48.860634, 2.359347,
QUI M'AIME ME SUIVE/HELAS & HOURRA !,BENOIT COHEN,2005-05-07,2005-05-07,EXTERIEUR,RUE,CARDINAL LEMOINE,75005,RUE CARDINAL LEMOINE 75005 Paris France,48.84714, 2.352383,
QUI M'AIME ME SUIVE/HELAS & HOURRA !,BENOIT COHEN,2005-06-15,2005-06-15,EXTERIEUR,RUE,VIEILLE DU TEMPLE,75003,RUE VIEILLE DU TEMPLE 75003 Paris France,48.860209, 2.361252,
QUI M'AIME ME SUIVE/HELAS & HOURRA !,BENOIT COHEN,2005-05-07,2005-05-07,EXTERIEUR,RUE,MONGE,75005,RUE MONGE 75005 Paris France,48.844144, 2.352351,
QUI M'AIME ME SUIVE/HELAS & HOURRA !,BENOIT COHEN,2005-06-07,2005-06-07,EXTERIEUR,RUE,JEAN GOUJON,75008,RUE JEAN GOUJON 75008 Paris France,48.865844, 2.306436,
QUI M'AIME ME SUIVE/HELAS & HOURRA !,BENOIT COHEN,2005-05-07,2005-05-07,EXTERIEUR,RUE,DU PUITS DE L'ERMITE,75005,RUE DU PUITS DE L'ERMITE 75005 Paris France,48.8422, 2.352662,
QUI M'AIME ME SUIVE/HELAS & HOURRA !,BENOIT COHEN,2005-04-07,2005-04-07,EXTERIEUR,RUE,AUGUSTE COMTE,75006,RUE AUGUSTE COMTE 75006 Paris France,48.844318, 2.335633,
J'INVENTE RIEN,MICHEL LECLERC,2005-07-06,2005-08-06,EXTERIEUR,BERGES,DES QUAIS DE L'OISE ET DE LA MARNE,75019,BERGES DES QUAIS DE L'OISE ET DE LA MARNE 75019 Paris France,48.88235, 2.381822,
J'INVENTE RIEN,MICHEL LECLERC,2005-05-07,2005-05-07,EXTERIEUR,PLACE,OCTAVE CHANUTE,75020,PLACE OCTAVE CHANUTE 75020 Paris France,48.866162, 2.406453,
J'INVENTE RIEN,MICHEL LECLERC,2005-11-07,2005-11-07,EXTERIEUR,RUE,DES MONTIBOEUFS,75020,RUE DES MONTIBOEUFS 75020 Paris France,48.866556, 2.405087,
J'INVENTE RIEN,MICHEL LECLERC,2005-12-07,2005-12-07,EXTERIEUR,RUE,DES MONTIBOEUFS,75020,RUE DES MONTIBOEUFS 75020 Paris France,48.866556, 2.405087,
J'INVENTE RIEN,MICHEL LECLERC,2005-09-06,2005-09-06,EXTERIEUR,RUE,PELLEPORT,75020,RUE PELLEPORT 75020 Paris France,48.868733, 2.401034,
DA VINCI CODE,RON HOWARD,2005-07-19,2005-07-19,EXTERIEUR,BOULEVARD,MALESHERBES,75016,BOULEVARD MALESHERBES 75016 Paris France,48.879895, 2.313716,
DA VINCI CODE,RON HOWARD,2005-04-07,2005-04-07,EXTERIEUR,COUR,NAPOLEON,75001,COUR NAPOLEON 75001 Paris France,48.86, 2.341111,
DA VINCI CODE,RON HOWARD,2005-05-07,2005-05-07,EXTERIEUR,COUR,NAPOLEON,75001,COUR NAPOLEON 75001 Paris France,48.86, 2.341111,
DA VINCI CODE,RON HOWARD,2005-07-19,2005-07-19,EXTERIEUR,MUSEE,NISSIM DE CAMONDO,75016,MUSEE NISSIM DE CAMONDO 75016 Paris France,48.87881, 2.312774,
DA VINCI CODE,RON HOWARD,2005-07-18,2005-07-21,EXTERIEUR,PLACE,SAINT GEORGES,75009,PLACE SAINT GEORGES 75009 Paris France,48.878462, 2.337515,
DA VINCI CODE,RON HOWARD,2005-05-07,2005-05-07,EXTERIEUR,PLACE,DU PALAIS ROYAL,75001,PLACE DU PALAIS ROYAL 75001 Paris France,48.86285, 2.336494,
DA VINCI CODE,RON HOWARD,2005-05-07,2005-05-07,EXTERIEUR,PLACE,DU CARROUSEL,75001,PLACE DU CARROUSEL 75001 Paris France,48.861519, 2.33455,
DA VINCI CODE,RON HOWARD,2005-04-07,2005-04-07,EXTERIEUR,PLACE,DU CARROUSEL,75001,PLACE DU CARROUSEL 75001 Paris France,48.861519, 2.33455,
DA VINCI CODE,RON HOWARD,2005-06-30,2005-01-07,EXTERIEUR,PLACE,DU MARCHE,75001,PLACE DU MARCHE 75001 Paris France,48.866912, 2.332181,
DA VINCI CODE,RON HOWARD,2005-07-18,2005-07-18,EXTERIEUR,QUAI,BRANLY,75007,QUAI BRANLY 75007 Paris France,48.860709, 2.297512,
DA VINCI CODE,RON HOWARD,2005-06-30,2005-01-07,EXTERIEUR,RUE,DE RIVOLI,75001,RUE DE RIVOLI 75001 Paris France,48.860787, 2.341197,
DA VINCI CODE,RON HOWARD,2005-07-18,2005-07-18,EXTERIEUR,RUE,PALATINE,75006,RUE PALATINE 75006 Paris France,48.850688, 2.334855,
DA VINCI CODE,RON HOWARD,2005-06-30,2005-01-07,EXTERIEUR,RUE,D'ANTIN,75001,RUE D'ANTIN 75001 Paris France,48.868247, 2.332721,
DA VINCI CODE,RON HOWARD,2005-07-18,2005-07-21,EXTERIEUR,RUE,NOTRE DAME DE LORETTE,75009,RUE NOTRE DAME DE LORETTE 75009 Paris France,48.878997, 2.33685,
DA VINCI CODE,RON HOWARD,2005-05-07,2005-05-07,EXTERIEUR,RUE,DE RIVOLI,75001,RUE DE RIVOLI 75001 Paris France,48.860787, 2.341197,
SHAADI N°1,DAVID DHAWAN,2005-06-25,2005-06-25,EXTERIEUR,AVENUE,DE LA MOTTE PIQUET,75007,AVENUE DE LA MOTTE PIQUET 75007 Paris France,48.856399, 2.308616,
ANGEL-A,LUC BESSON,2005-06-30,2005-06-30,EXTERIEUR,PONT,DE LA TOURNELLE,75005,PONT DE LA TOURNELLE 75005 Paris France,48.850553, 2.355368,
ANGEL-A,LUC BESSON,2005-07-08,2005-07-08,EXTERIEUR,RUE,DE L'ALBONI,75016,RUE DE L'ALBONI 75016 Paris France,48.857666, 2.285464,
ANGEL-A,LUC BESSON,2005-08-22,2005-08-22,EXTERIEUR,RUE,D'EYLAU,75016,RUE D'EYLAU 75016 Paris France,48.865161, 2.283548,
ANGEL-A,LUC BESSON,2005-01-08,2005-01-08,DOMAINE PUBLIC,SQUARE,LOUISE MICHEL,75018,SQUARE LOUISE MICHEL 75018 Paris France,48.884372, 2.343661,
LE PRESSENTIMENT,J. PIERRE DARROUSSIN,2005-08-16,2005-08-16,DOMAINE PUBLIC,MARCHE,D'ALIGRE,75012,MARCHE D'ALIGRE 75012 Paris France,,,
LE PRESSENTIMENT,J. PIERRE DARROUSSIN,2005-06-30,2005-06-30,EXTERIEUR,PONT,ALEXANDRE III,75008,PONT ALEXANDRE III 75008 Paris France,48.863669, 2.313547,
LE PRESSENTIMENT,J. PIERRE DARROUSSIN,2005-07-19,2005-07-19,EXTERIEUR,QUAI,DE SEINE,75019,QUAI DE SEINE 75019 Paris France,48.88668, 2.374554,
COMME T'Y ES BELLE,LIZA AZUELOS,2005-06-07,2005-06-07,EXTERIEUR,AVENUE,MONTAIGNE,75008,AVENUE MONTAIGNE 75008 Paris France,48.867539, 2.307055,
COMME T'Y ES BELLE,LIZA AZUELOS,2005-07-07,2005-07-07,EXTERIEUR,RUE,HAMELIN,75016,RUE HAMELIN 75016 Paris France,48.867163, 2.292266,
COMME T'Y ES BELLE,LIZA AZUELOS,2005-06-07,2005-06-07,EXTERIEUR,RUE,JEAN GOUJON,75008,RUE JEAN GOUJON 75008 Paris France,48.865844, 2.306436,
COMME T'Y ES BELLE,LIZA AZUELOS,2005-05-07,2005-05-07,EXTERIEUR,RUE,GOETHE,75016,RUE GOETHE 75016 Paris France,48.865997, 2.298223,
COMME T'Y ES BELLE,LIZA AZUELOS,2005-06-07,2005-06-07,EXTERIEUR,RUE,BAYARD,75008,RUE BAYARD 75008 Paris France,48.866322, 2.307816,
NE LE DIS A PERSONNE,GUILLAUME CANET,2005-06-09,2005-06-09,EXTERIEUR,PLACE,FRANCOIS 1ER,75008,PLACE FRANCOIS 1ER 75008 Paris France,48.866122, 2.307928,
NE LE DIS A PERSONNE,GUILLAUME CANET,2005-09-13,2005-09-13,EXTERIEUR,PONT,NEUF,75001,PONT NEUF 75001 Paris France,48.857347, 2.341531,
NE LE DIS A PERSONNE,GUILLAUME CANET,2005-06-07,2005-06-07,EXTERIEUR,PORT,DU JOUR/FORUM DES HALLES,75001,PORT DU JOUR/FORUM DES HALLES 75001 Paris France,48.861506, 2.347822,
L'INCRUSTE,CASTAGNETTI/JULIUS,2003-04-08,2003-04-08,EXTERIEUR,RUE,DU POTEAU,75018,RUE DU POTEAU 75018 Paris France,48.894942, 2.340567,
L'INCRUSTE,CASTAGNETTI/JULIUS,2003-07-15,2003-07-15,EXTERIEUR,RUE,DES TROIS COURONNES ET TERRE PLEIN,75011,RUE DES TROIS COURONNES ET TERRE PLEIN 75011 Paris France,48.857993, 2.381153,
